,Title,Location,Company,Salary,Synopsis,Query,Metro
587,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
588,Network/VoIP Engineers,"Washington, DC 20024 (South West area)","        Harmonia Holdings Group, LLC.",None,"            Experience managing connectivity to cloud including connectivity to Azure, Amazon, SalesForce, and other Data Centers on the WAN....",data+engineer,washington+dc
589,Data Engineer,"Washington, DC","        GreenZone Solutions, Inc.",None,            The Data Engineer supports the federal clients Data program and develops tools and infrastructure for data processing use cases....,data+engineer,washington+dc
590,Data Engineer,"Rockville, MD",        TISTA Science and Technology Corporation,None,            TISTA Science and Technology Corporation is seeking Data Engineers to join our growing team using groundbreaking cloud and big data technologies....,data+engineer,washington+dc
591,Help Desk Specialist,"Lanham, MD",        Tspec,"
                $48,000 a year",Data input and maintenance of customer accounts in a variety of application with accuracy of extreme importance....,data+engineer,washington+dc
592,Healthcare Data Integration Engineer,"Bethesda, MD","        Aledade, Inc.",None,"            At Aledade, the Data Integration Engineer is responsible for facilitating the acquisition of healthcare data from external entities, and feeding it into the...",data+engineer,washington+dc
593,Remote Hortonworks/Big Data Developer- Big Data Engineer,"Washington, DC",        US Information Technologies,"
                $60 - $70 an hour",            Remote Hortonworks/Big Data Developer- Big Data Engineer. Must have experience as a Hadoop Big Data Engineer....,data+engineer,washington+dc
594,Student Trainee Engineer/Architect,"Washington, DC",        US Legislative Branch,"
                $33,172 - $48,249 a year","            Gathers and complies data from records, specifications and drawings. E-VERIFY is an Internet-based system that compares information from an employee's Form I-9,...",data+engineer,washington+dc
595,Data Center Engineer,"McLean, VA 22107",        Ironnet Cybersecurity Inc,None,"            The Data Center Engineer position oversees the installation, configuration, and maintenance of networked information systems at our data center....",data+engineer,washington+dc
596,Data Engineer Grad Intern,"McLean, VA",        Mitre Corporation,None,"Data Engineer Grad Intern - (00049974). Data engineering (managing massive data volume and velocity, information cleansing & refinement, information models &...",data+engineer,washington+dc
597,Logistics Services Officer - Mid/Experienced Level - Ft. Mea...,"Fort Meade, MD",        National Security Agency,"
                $68,036 - $106,012 a year","            Advanced knowledge of food service consulting, design, operations, and equipment, and ability to effectively communicate/collaborate with management, architects...",data+engineer,washington+dc
598,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
599,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
600,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
601,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
602,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
603,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
604,Network/VoIP Engineers,"Washington, DC 20024 (South West area)","        Harmonia Holdings Group, LLC.",None,"            Experience managing connectivity to cloud including connectivity to Azure, Amazon, SalesForce, and other Data Centers on the WAN....",data+engineer,washington+dc
605,Data Engineer,"Washington, DC","        GreenZone Solutions, Inc.",None,            The Data Engineer supports the federal clients Data program and develops tools and infrastructure for data processing use cases....,data+engineer,washington+dc
606,Data Engineer,"Rockville, MD",        TISTA Science and Technology Corporation,None,            TISTA Science and Technology Corporation is seeking Data Engineers to join our growing team using groundbreaking cloud and big data technologies....,data+engineer,washington+dc
607,Help Desk Specialist,"Lanham, MD",        Tspec,"
                $48,000 a year",Data input and maintenance of customer accounts in a variety of application with accuracy of extreme importance....,data+engineer,washington+dc
608,Healthcare Data Integration Engineer,"Bethesda, MD","        Aledade, Inc.",None,"            At Aledade, the Data Integration Engineer is responsible for facilitating the acquisition of healthcare data from external entities, and feeding it into the...",data+engineer,washington+dc
609,Remote Hortonworks/Big Data Developer- Big Data Engineer,"Washington, DC",        US Information Technologies,"
                $60 - $70 an hour",            Remote Hortonworks/Big Data Developer- Big Data Engineer. Must have experience as a Hadoop Big Data Engineer....,data+engineer,washington+dc
610,Student Trainee Engineer/Architect,"Washington, DC",        US Legislative Branch,"
                $33,172 - $48,249 a year","            Gathers and complies data from records, specifications and drawings. E-VERIFY is an Internet-based system that compares information from an employee's Form I-9,...",data+engineer,washington+dc
611,Data Center Engineer,"McLean, VA 22107",        Ironnet Cybersecurity Inc,None,"            The Data Center Engineer position oversees the installation, configuration, and maintenance of networked information systems at our data center....",data+engineer,washington+dc
612,Data Engineer Grad Intern,"McLean, VA",        Mitre Corporation,None,"Data Engineer Grad Intern - (00049974). Data engineering (managing massive data volume and velocity, information cleansing & refinement, information models &...",data+engineer,washington+dc
613,Logistics Services Officer - Mid/Experienced Level - Ft. Mea...,"Fort Meade, MD",        National Security Agency,"
                $68,036 - $106,012 a year","            Advanced knowledge of food service consulting, design, operations, and equipment, and ability to effectively communicate/collaborate with management, architects...",data+engineer,washington+dc
614,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
615,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
616,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
617,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
618,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
619,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
620,Network/VoIP Engineers,"Washington, DC 20024 (South West area)","        Harmonia Holdings Group, LLC.",None,            Implement Quality of Service (QoS) and any other required Microsoft technologies across the agency headquarters and all office networks to support the...,data+engineer,washington+dc
621,Data Engineer,"Washington, DC","        GreenZone Solutions, Inc.",None,            The engineer will work closely with a federal client and their data management teams in support of the development of technology projects and resources.,data+engineer,washington+dc
622,Data Engineer,"Rockville, MD",        TISTA Science and Technology Corporation,None,"            These Data Engineers will collaborate with data scientists from prominent ivy league institutions to identify user needs, find solutions, and take our...",data+engineer,washington+dc
623,Help Desk Specialist,"Lanham, MD",        Tspec,"
                $48,000 a year","            You will serve as the intital point of contact for troubleshooting access to computers, problems with printers, and a variety of supported applications as...",data+engineer,washington+dc
624,Healthcare Data Integration Engineer,"Bethesda, MD","        Aledade, Inc.",None,"            At Aledade, the Data Integration Engineer is responsible for facilitating the acquisition of healthcare data from external entities, and feeding it into the...",data+engineer,washington+dc
625,Remote Hortonworks/Big Data Developer- Big Data Engineer,"Washington, DC",        US Information Technologies,"
                $60 - $70 an hour","            Architects and design data ingestion from SAP HANA, Oracle and Flat Files into Hadoop Data Lake Builds prototypes, and data models using Python, Spark, or...",data+engineer,washington+dc
626,Student Trainee Engineer/Architect,"Washington, DC",        US Legislative Branch,"
                $33,172 - $48,249 a year",            Receives formal training and on-the-job instruction designed to familiarize the trainee with the functions and operations of the Capitol Power Plant and to...,data+engineer,washington+dc
627,Data Center Engineer,"McLean, VA 22107",        Ironnet Cybersecurity Inc,None,"            The Data Center Engineer position oversees the installation, configuration, and maintenance of networked information systems at our data center.",data+engineer,washington+dc
628,Data Engineer Grad Intern,"McLean, VA",        Mitre Corporation,None,"            Analysts use high performance computing, cloud Computing, big data analytics, and data visualization tools and techniques to improve system designs, to...",data+engineer,washington+dc
629,Logistics Services Officer - Mid/Experienced Level - Ft. Mea...,"Fort Meade, MD",        National Security Agency,"
                $68,036 - $106,012 a year",            As a Logistics Services Officer you will be a valuable member of the Office of Logistics Services that provides a wide range of logistics services for the...,data+engineer,washington+dc
630,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
631,Chief Engineer,None,        Complete Building Services,None,"                            Perform diagnostics and repairs on high and low voltage systems and equipment, including Uninterrupted Power Supply, (UPS), and Power Distribution Unit, (PDU);",data+engineer,washington+dc
632,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,"                            The individual will be working on large-scale Data Warehouse, Search Engine applications and multiple ETL processes.",data+engineer,washington+dc
633,Data Engineer – Entry Level,None,        Gallup,None,"                            You’ll also partner with client teams to develop data pipelines that support a range of enterprise and government projects, including supervised and...",data+engineer,washington+dc
634,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            *About Engility**: *Engility delivers innovative solutions to critical challenges facing the nation and the world. * Security Clearance or Eligible (Preferred),data+engineer,washington+dc
635,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","                            Additionally, Data Engineers play a key role in the selection of backend database technologies (SQL, NoSQL, HPC, etc), their configuration and utilization...",data+engineer,washington+dc
636,Network/VoIP Engineers,"Washington, DC 20024 (South West area)","        Harmonia Holdings Group, LLC.",None,"            Experience managing connectivity to cloud including connectivity to Azure, Amazon, SalesForce, and other Data Centers on the WAN....",data+engineer,washington+dc
637,Data Engineer,"Washington, DC","        GreenZone Solutions, Inc.",None,            The Data Engineer supports the federal clients Data program and develops tools and infrastructure for data processing use cases....,data+engineer,washington+dc
638,Data Engineer,"Rockville, MD",        TISTA Science and Technology Corporation,None,            TISTA Science and Technology Corporation is seeking Data Engineers to join our growing team using groundbreaking cloud and big data technologies....,data+engineer,washington+dc
639,Help Desk Specialist,"Lanham, MD",        Tspec,"
                $48,000 a year",Data input and maintenance of customer accounts in a variety of application with accuracy of extreme importance....,data+engineer,washington+dc
640,Healthcare Data Integration Engineer,"Bethesda, MD","        Aledade, Inc.",None,"            At Aledade, the Data Integration Engineer is responsible for facilitating the acquisition of healthcare data from external entities, and feeding it into the...",data+engineer,washington+dc
641,Remote Hortonworks/Big Data Developer- Big Data Engineer,"Washington, DC",        US Information Technologies,"
                $60 - $70 an hour",            Remote Hortonworks/Big Data Developer- Big Data Engineer. Must have experience as a Hadoop Big Data Engineer....,data+engineer,washington+dc
642,Student Trainee Engineer/Architect,"Washington, DC",        US Legislative Branch,"
                $33,172 - $48,249 a year","            Gathers and complies data from records, specifications and drawings. E-VERIFY is an Internet-based system that compares information from an employee's Form I-9,...",data+engineer,washington+dc
643,Data Center Engineer,"McLean, VA 22107",        Ironnet Cybersecurity Inc,None,"            The Data Center Engineer position oversees the installation, configuration, and maintenance of networked information systems at our data center....",data+engineer,washington+dc
644,Data Engineer Grad Intern,"McLean, VA",        Mitre Corporation,None,"Data Engineer Grad Intern - (00049974). Data engineering (managing massive data volume and velocity, information cleansing & refinement, information models &...",data+engineer,washington+dc
645,Logistics Services Officer - Mid/Experienced Level - Ft. Mea...,"Fort Meade, MD",        National Security Agency,"
                $68,036 - $106,012 a year","            Advanced knowledge of food service consulting, design, operations, and equipment, and ability to effectively communicate/collaborate with management, architects...",data+engineer,washington+dc
646,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
647,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
648,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
649,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
650,"Data Engineer (Python, Machine Learning)",None,        Capital One,None,"Data Engineer (Python, Machine Learning). As a Data Engineer in C4ML, you will build fast data and machine learning solutions to address some of the many...",data+engineer,washington+dc
651,Network/VoIP Engineers,"Washington, DC 20024 (South West area)","        Harmonia Holdings Group, LLC.",None,"            Experience managing connectivity to cloud including connectivity to Azure, Amazon, SalesForce, and other Data Centers on the WAN....",data+engineer,washington+dc
652,Data Engineer,"Washington, DC","        GreenZone Solutions, Inc.",None,            The Data Engineer supports the federal clients Data program and develops tools and infrastructure for data processing use cases....,data+engineer,washington+dc
653,Data Engineer,"Rockville, MD",        TISTA Science and Technology Corporation,None,            TISTA Science and Technology Corporation is seeking Data Engineers to join our growing team using groundbreaking cloud and big data technologies....,data+engineer,washington+dc
654,Help Desk Specialist,"Lanham, MD",        Tspec,"
                $48,000 a year",Data input and maintenance of customer accounts in a variety of application with accuracy of extreme importance....,data+engineer,washington+dc
655,Healthcare Data Integration Engineer,"Bethesda, MD","        Aledade, Inc.",None,"            At Aledade, the Data Integration Engineer is responsible for facilitating the acquisition of healthcare data from external entities, and feeding it into the...",data+engineer,washington+dc
656,Remote Hortonworks/Big Data Developer- Big Data Engineer,"Washington, DC",        US Information Technologies,"
                $60 - $70 an hour",            Remote Hortonworks/Big Data Developer- Big Data Engineer. Must have experience as a Hadoop Big Data Engineer....,data+engineer,washington+dc
657,Student Trainee Engineer/Architect,"Washington, DC",        US Legislative Branch,"
                $33,172 - $48,249 a year","            Gathers and complies data from records, specifications and drawings. E-VERIFY is an Internet-based system that compares information from an employee's Form I-9,...",data+engineer,washington+dc
658,Data Center Engineer,"McLean, VA 22107",        Ironnet Cybersecurity Inc,None,"            The Data Center Engineer position oversees the installation, configuration, and maintenance of networked information systems at our data center....",data+engineer,washington+dc
659,Data Engineer Grad Intern,"McLean, VA",        Mitre Corporation,None,"Data Engineer Grad Intern - (00049974). Data engineering (managing massive data volume and velocity, information cleansing & refinement, information models &...",data+engineer,washington+dc
660,Logistics Services Officer - Mid/Experienced Level - Ft. Mea...,"Fort Meade, MD",        National Security Agency,"
                $68,036 - $106,012 a year","            Advanced knowledge of food service consulting, design, operations, and equipment, and ability to effectively communicate/collaborate with management, architects...",data+engineer,washington+dc
661,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
662,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
663,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
664,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
665,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
666,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
667,Senior Data Center Operations Engineer,"Washington, DC 20024 (South West area)",        CareFirst BlueCross BlueShield,None,            Resp & Qualifications Background: Support for various technical solutions in production and plan test (user acceptance testing) environments. Provide Tier 1...,data+engineer,washington+dc
668,Data Analyst,"Rockville, MD 20850",        ZeniMax Media,None,"            Directly work with the ETL Engineers, Data Engineers, and Modelers to communicate and define necessary extracts and calculations....",data+engineer,washington+dc
669,Entry Level Associate Software Engineer/Business Analyst,"Herndon, VA",        Incept Data Solutions,None,"            As an Entry Level Associate Software Engineer/ Business Analyst, you will assist with the development, delivery and management of technology-based business...",data+engineer,washington+dc
670,Voice/Data Communications Engineer (NAVSEA),"Washington, DC","        Sabre Systems, Inc.",None,"            Maintains various systems including Data VOIP, wireless and VTC. The Voice/Data Communications Engineer monitors and responds to complex hardware and software...",data+engineer,washington+dc
671,NOC Junior Engineer,"College Park, MD",        University of Maryland,"
                $53,309 - $66,636 a year","            One to three years of demonstrated experience in enterprise data networks and/or IT help desk, and utilization of a network management system....",data+engineer,washington+dc
672,Data Engineer,"Crystal City, VA",        E-INFOSOL LLC,"
                $130,000 - $150,000 a year",            Related data problems. Google's Protobuf data format. Building data services and APIs. We are seeking a Data Engineer....,data+engineer,washington+dc
673,Sales Engineer,"Washington, DC",        Engineered Air,None,"            Receives updated information regarding job performance, execution and past production data. Will contact customers and promote our products, equipment, and...",data+engineer,washington+dc
674,Opportunities with National Cancer Institute-NCI Job,"Rockville, MD",        SAIC,None,            Senior Storage and Data Protection Engineer; Senior Network Engineer; Senior Software Systems Engineer; Opportunities with National Cancer Institute-NCI (Job...,data+engineer,washington+dc
675,"Data Engineer - Abu Dhabi, UAE","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",        Circinus LLC,None,"            The Data Engineer will work with a team of talented IT professionals, data scientist and data analysts to ensure the security and integrity of data and...",data+engineer,washington+dc
676,Support Engineer,"Washington, DC",        Crowdskout,"
                $70,000 - $100,000 a year",            Crowdskout is looking for an engineer to join our team as a technical support specialist. You will be the first technical response to issues escalated from our...,data+engineer,washington+dc
677,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
678,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
679,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
680,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
681,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
682,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
683,Senior Data Center Operations Engineer,"Washington, DC 20024 (South West area)",        CareFirst BlueCross BlueShield,None,            Resp & Qualifications Background: Support for various technical solutions in production and plan test (user acceptance testing) environments. Provide Tier 1...,data+engineer,washington+dc
684,Data Analyst,"Rockville, MD 20850",        ZeniMax Media,None,"            Directly work with the ETL Engineers, Data Engineers, and Modelers to communicate and define necessary extracts and calculations....",data+engineer,washington+dc
685,Entry Level Associate Software Engineer/Business Analyst,"Herndon, VA",        Incept Data Solutions,None,"            As an Entry Level Associate Software Engineer/ Business Analyst, you will assist with the development, delivery and management of technology-based business...",data+engineer,washington+dc
686,Voice/Data Communications Engineer (NAVSEA),"Washington, DC","        Sabre Systems, Inc.",None,"            Maintains various systems including Data VOIP, wireless and VTC. The Voice/Data Communications Engineer monitors and responds to complex hardware and software...",data+engineer,washington+dc
687,NOC Junior Engineer,"College Park, MD",        University of Maryland,"
                $53,309 - $66,636 a year","            One to three years of demonstrated experience in enterprise data networks and/or IT help desk, and utilization of a network management system....",data+engineer,washington+dc
688,Data Engineer,"Crystal City, VA",        E-INFOSOL LLC,"
                $130,000 - $150,000 a year",            Related data problems. Google's Protobuf data format. Building data services and APIs. We are seeking a Data Engineer....,data+engineer,washington+dc
689,Sales Engineer,"Washington, DC",        Engineered Air,None,"            Receives updated information regarding job performance, execution and past production data. Will contact customers and promote our products, equipment, and...",data+engineer,washington+dc
690,Opportunities with National Cancer Institute-NCI Job,"Rockville, MD",        SAIC,None,            Senior Storage and Data Protection Engineer; Senior Network Engineer; Senior Software Systems Engineer; Opportunities with National Cancer Institute-NCI (Job...,data+engineer,washington+dc
691,"Data Engineer - Abu Dhabi, UAE","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",        Circinus LLC,None,"            The Data Engineer will work with a team of talented IT professionals, data scientist and data analysts to ensure the security and integrity of data and...",data+engineer,washington+dc
692,Support Engineer,"Washington, DC",        Crowdskout,"
                $70,000 - $100,000 a year",            Crowdskout is looking for an engineer to join our team as a technical support specialist. You will be the first technical response to issues escalated from our...,data+engineer,washington+dc
693,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
694,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
695,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
696,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
697,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
698,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
699,Senior Data Center Operations Engineer,"Washington, DC 20024 (South West area)",        CareFirst BlueCross BlueShield,None,            Resp & Qualifications Background: Support for various technical solutions in production and plan test (user acceptance testing) environments. Provide Tier 1...,data+engineer,washington+dc
700,Data Analyst,"Rockville, MD 20850",        ZeniMax Media,None,"            Directly work with the ETL Engineers, Data Engineers, and Modelers to communicate and define necessary extracts and calculations....",data+engineer,washington+dc
701,Entry Level Associate Software Engineer/Business Analyst,"Herndon, VA",        Incept Data Solutions,None,"            As an Entry Level Associate Software Engineer/ Business Analyst, you will assist with the development, delivery and management of technology-based business...",data+engineer,washington+dc
702,Voice/Data Communications Engineer (NAVSEA),"Washington, DC","        Sabre Systems, Inc.",None,"            Maintains various systems including Data VOIP, wireless and VTC. The Voice/Data Communications Engineer monitors and responds to complex hardware and software...",data+engineer,washington+dc
703,NOC Junior Engineer,"College Park, MD",        University of Maryland,"
                $53,309 - $66,636 a year","            One to three years of demonstrated experience in enterprise data networks and/or IT help desk, and utilization of a network management system....",data+engineer,washington+dc
704,Data Engineer,"Crystal City, VA",        E-INFOSOL LLC,"
                $130,000 - $150,000 a year",            Related data problems. Google's Protobuf data format. Building data services and APIs. We are seeking a Data Engineer....,data+engineer,washington+dc
705,Sales Engineer,"Washington, DC",        Engineered Air,None,"            Receives updated information regarding job performance, execution and past production data. Will contact customers and promote our products, equipment, and...",data+engineer,washington+dc
706,Opportunities with National Cancer Institute-NCI Job,"Rockville, MD",        SAIC,None,            Senior Storage and Data Protection Engineer; Senior Network Engineer; Senior Software Systems Engineer; Opportunities with National Cancer Institute-NCI (Job...,data+engineer,washington+dc
707,"Data Engineer - Abu Dhabi, UAE","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",        Circinus LLC,None,"            The Data Engineer will work with a team of talented IT professionals, data scientist and data analysts to ensure the security and integrity of data and...",data+engineer,washington+dc
708,Support Engineer,"Washington, DC",        Crowdskout,"
                $70,000 - $100,000 a year",            Crowdskout is looking for an engineer to join our team as a technical support specialist. You will be the first technical response to issues escalated from our...,data+engineer,washington+dc
709,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
710,Chief Engineer,None,        Complete Building Services,None,"                            Experience in managing a data center to include Uninterruptible Power Supply (UPS), Power Distribution Units (PDUs) and back-up....",data+engineer,washington+dc
711,Data Engineer - Data Warehousing and ETL,None,        Republican National Committee,None,                            We are looking for a talented Data Engineer to join our technology team. Experience with Pentaho Data Integration (PDI) and AWS Redshift....,data+engineer,washington+dc
712,Data Engineer – Entry Level,None,        Gallup,None,"                            High-quality, easy-to-understand data products. As a data engineer at Gallup, you will support a team that develops and implements prototypes and product...",data+engineer,washington+dc
713,Engility Career Invitational - Scientists and Data Engineers,None,        Engility,None,                            We will be hosting an *Engility Career Invitational for Scientists and Data Engineers and others technical experts and researchers involved in Weapons Effects...,data+engineer,washington+dc
714,Data Engineer,None,        Central Intelligence Agency,"
                $73,052 - $148,967 a year","Data Engineers work together with data consumers to determine, create, and populate optimal data architectures, structures, and systems....",data+engineer,washington+dc
715,Senior Data Center Operations Engineer,"Washington, DC 20024 (South West area)",        CareFirst BlueCross BlueShield,None,            Support for various technical solutions in production and plan test (user acceptance testing) environments. Provide Tier 1 support for Respond to abends.,data+engineer,washington+dc
716,Data Analyst,"Rockville, MD 20850",        ZeniMax Media,None,            The Analyst will also be responsible for data validation and making certain reporting aligns with the business requirements for either internally or...,data+engineer,washington+dc
717,Entry Level Associate Software Engineer/Business Analyst,"Herndon, VA",        Incept Data Solutions,None,"            As part of our global team, you’ll work with the latest software and leading-edge development tools – giving you the opportunity to enhance your skills and...",data+engineer,washington+dc
718,Voice/Data Communications Engineer (NAVSEA),"Washington, DC","        Sabre Systems, Inc.",None,"            SEA 00I provides management and compliance of Information Management/ Information Technology (IM/IT), cybersecurity, and Information Systems (IS) lifecycle...",data+engineer,washington+dc
719,NOC Junior Engineer,"College Park, MD",        University of Maryland,"
                $53,309 - $66,636 a year",            This position is responsible for monitoring and maintaining the health of the university’s network and for the routine testing and analysis of all elements...,data+engineer,washington+dc
720,Data Engineer,"Crystal City, VA",        E-INFOSOL LLC,"
                $130,000 - $150,000 a year",            * Design and build services for consumption by clients and other services * Develop reusable frameworks that enable deeper and deeper capability,data+engineer,washington+dc
721,Sales Engineer,"Washington, DC",        Engineered Air,None,            Responds to customer requests by staying current in their knowledge of new products and services which creates enthusiasm for our entire product range.,data+engineer,washington+dc
722,Opportunities with National Cancer Institute-NCI Job,"Rockville, MD",        SAIC,None,"            These positions will be in support of a contract in support of NCI’s Center for Biomedical Informatics and Information Technology (CBIIT), Infrastructure and...",data+engineer,washington+dc
723,"Data Engineer - Abu Dhabi, UAE","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",        Circinus LLC,None,"            The Data Engineer will work with a team of talented IT professionals, data scientist and data analysts to ensure the security and integrity of data and...",data+engineer,washington+dc
724,Support Engineer,"Washington, DC",        Crowdskout,"
                $70,000 - $100,000 a year","            Crowdskout allows organizations of all sizes to move issues and win campaigns by bringing data under one roof, making it smarter and allowing you to search...",data+engineer,washington+dc
725,Data Scientist/Data Engineer,None,        General Dynamics Mission Systems,None,"                            The candidate will work mostly independently on site, but must also be able to work with software engineer(s) in getting the data to the application and...",data+engineer,washington+dc
726,Platform/Data Engineer,None,        Sayari Analytics,None,"                            As a platform engineer, you will work in a dynamic environment alongside fellow engineers and data scientists to ideate, design and implement parts of the...",data+engineer,washington+dc
