,Title,Location,Company,Salary,Synopsis
193,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
194,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
195,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
196,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
197,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
198,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
199,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
200,Data Scientist,"Alexandria, VA 22314 (Southwest Quadrant area)",        Society for Human Resource Management,None,"            Advanced proficiency in R and/or Python programming, including machine learning and data visualization tools (Scikit-learn, R packages for machine learning &..."
201,Junior Data Scientist,"Tysons, VA",        Logistics Management Institute,None,"            Preferred experience with data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics...."
202,Data Scientist,"Washington, DC",        U.S. Federal Government,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
